Polygenic Score (PGS) ID,Stage of PGS Development,Number of Individuals,Number of Cases,Number of Controls,Percent of Participants Who are Male,Sample Age,Broad Ancestry Category,"Ancestry (e.g. French, Chinese)",Country of Recruitment,Additional Ancestry Description,Phenotype Definitions and Methods,Followup Time,GWAS Catalog Study ID (GCST...),Source PubMed ID (PMID),Source DOI,Cohort(s),Additional Sample/Cohort Information
PGS004210,Score Development/Training,339447.0,,,50.4,{'unit': 'years'},European,,UK,used UK self report 'white' category and then used an adjusted phenotype that includes a regression on the top 20 PCs,UK Biobank codes: field ID: 30660,,,,,,
PGS004211,Score Development/Training,414999.0,,,46.1,{'unit': 'years'},European,,UK,used UK self report 'white' category and then used an adjusted phenotype that includes a regression on the top 20 PCs,UK Biobank codes: field ID: 50,,,,,,
PGS004212,Score Development/Training,414999.0,,,46.1,{'unit': 'years'},European,,UK,used UK self report 'white' category and then used an adjusted phenotype that includes a regression on the top 20 PCs,UK Biobank codes: field ID: 50,,,,,,
PGS004213,Score Development/Training,414999.0,,,46.1,{'unit': 'years'},European,,UK,used UK self report 'white' category and then used an adjusted phenotype that includes a regression on the top 20 PCs,UK Biobank codes: field ID: 50,,,,,,
PGS004214,Score Development/Training,414999.0,,,46.1,{'unit': 'years'},European,,UK,used UK self report 'white' category and then used an adjusted phenotype that includes a regression on the top 20 PCs,UK Biobank codes: field ID: 50,,,,,,
PGS004215,Score Development/Training,414999.0,,,46.1,{'unit': 'years'},European,,UK,used UK self report 'white' category and then used an adjusted phenotype that includes a regression on the top 20 PCs,UK Biobank codes: field ID: 50,,,,,,
PGS004216,Score Development/Training,415121.0,,,46.1,{'unit': 'years'},European,,UK,used UK self report 'white' category and then used an adjusted phenotype that includes a regression on the top 20 PCs,UK Biobank codes: field ID: 21001,,,,,,
PGS004217,Score Development/Training,415121.0,,,46.1,{'unit': 'years'},European,,UK,used UK self report 'white' category and then used an adjusted phenotype that includes a regression on the top 20 PCs,UK Biobank codes: field ID: 21001,,,,,,
PGS004218,Score Development/Training,415121.0,,,46.1,{'unit': 'years'},European,,UK,used UK self report 'white' category and then used an adjusted phenotype that includes a regression on the top 20 PCs,UK Biobank codes: field ID: 21001,,,,,,
PGS004219,Score Development/Training,415121.0,,,46.1,{'unit': 'years'},European,,UK,used UK self report 'white' category and then used an adjusted phenotype that includes a regression on the top 20 PCs,UK Biobank codes: field ID: 21001,,,,,,
PGS004220,Score Development/Training,415121.0,,,46.1,{'unit': 'years'},European,,UK,used UK self report 'white' category and then used an adjusted phenotype that includes a regression on the top 20 PCs,UK Biobank codes: field ID: 21001,,,,,,
PGS004221,Source of Variant Associations (GWAS),282271.0,,,,,European,,U.K.,,,,GCST90032648,34426670,,,
PGS004222,Source of Variant Associations (GWAS),71473.0,,,,,European,,U.K.,,,,GCST012338,33832965,,,
PGS004223,Source of Variant Associations (GWAS),655666.0,,,,,European,,,,,,GCST006867,30054458,,,
PGS004223,Source of Variant Associations (GWAS),3650.0,,,,,South Asian,,,,,,GCST006867,30054458,,,
PGS004224,Source of Variant Associations (GWAS),625219.0,,,,,European,,,,,,GCST008065,31152163,,,
PGS004225,Source of Variant Associations (GWAS),26805.0,,,,,East Asian,,Japan,,,,GCST002128,23945395,,,
PGS004225,Source of Variant Associations (GWAS),41646.0,,,,,East Asian,,Japan,,,,GCST003400,26818947,,,
PGS004225,Source of Variant Associations (GWAS),210865.0,,,,,East Asian,,Japan,,T2D,,GCST90013693,32514122,,,RISKFACTOR_T2D_EAS
PGS004225,Source of Variant Associations (GWAS),1022.0,,,,,East Asian,,,,,,GCST000383,19401414,,,
PGS004225,Source of Variant Associations (GWAS),3700.0,1892.0,1808.0,,,East Asian,Chinese,,,,,,19937226,,,
PGS004225,Source of Variant Associations (GWAS),1889.0,,,,,East Asian,,China,,,,GCST000601,20174558,,,
PGS004225,Source of Variant Associations (GWAS),7541.0,,,,,East Asian,,Japan,,,,GCST000787,20818381,,,
PGS004225,Source of Variant Associations (GWAS),2729.0,,,,,East Asian,,,,,,GCST000796,20862305,,,
PGS004225,Source of Variant Associations (GWAS),15000.0,,,,,East Asian,,"Republic of Korea, Singapore, China, Japan",,,,GCST001351,22158537,,,
PGS004225,Source of Variant Associations (GWAS),2034.0,,,,,South East Asian,,Singapore,,,,GCST001351,22158537,,,
PGS004225,Source of Variant Associations (GWAS),1783.0,,,,,Asian unspecified,,Philippines,,,,GCST001351,22158537,,,
PGS004225,Source of Variant Associations (GWAS),6206.0,2925.0,3281.0,,,East Asian,Chinese,,,,,,22437209,,,
PGS004225,Source of Variant Associations (GWAS),2400.0,1200.0,1200.0,,,East Asian,Chinese,,,,,,22506066,,,
PGS004225,Source of Variant Associations (GWAS),3712.0,,,,,East Asian,,China,,,,GCST001666,22961080,,,
PGS004225,Source of Variant Associations (GWAS),1639.0,,,,,East Asian,,"China, China, Hong Kong SAR",,,,GCST001919,23532257,,,
PGS004225,Source of Variant Associations (GWAS),6206.0,2925.0,3281.0,,,East Asian,Han Chinese,,,,,,24053193,,,
PGS004225,Source of Variant Associations (GWAS),191764.0,,,,,East Asian,,Japan,,,,GCST007847,30718926,,,
PGS004225,Source of Variant Associations (GWAS),433540.0,,,,,East Asian,,"China, China, Hong Kong SAR, Japan, Philippines, Republic of Korea, Singapore, Taiwan, U.S.",,,,GCST010118,32499647,,,
PGS004225,Source of Variant Associations (GWAS),14026.0,,,,,East Asian,,Republic of Korea,,,,GCST010436,32794382,,,
PGS004226,Source of Variant Associations (GWAS),898130.0,,,,,European,,NR,,Not adjusted for BMI,,GCST009379,30297969,,,
PGS004226,Source of Variant Associations (GWAS),298957.0,,,,,European,,"U.S., Germany, Netherlands, Denmark, Estonia, Finland, Iceland, Sweden, U.K., Greece, Italy",,,,GCST007517,29632382,,,
PGS004226,Source of Variant Associations (GWAS),69033.0,,,,,European,,"Finland, Sweden, U.S., Iceland, Netherlands, Germany, U.K., France",,,,GCST002352,24509480,,,
PGS004226,Source of Variant Associations (GWAS),18817.0,,,,,East Asian,,"Republic of Korea, Singapore, China, Philippines, Japan",,,,GCST002352,24509480,,,
PGS004226,Source of Variant Associations (GWAS),20019.0,,,,,South Asian,,"Singapore, U.K., Pakistan",,,,GCST002352,24509480,,,
PGS004226,Source of Variant Associations (GWAS),2583.0,,,,,Hispanic or Latin American,,"U.S., Mexico",,,,GCST002352,24509480,,,
PGS004226,Source of Variant Associations (GWAS),2931.0,,,,,European,,"Finland, Sweden",,,,GCST000028,17463246,,,
PGS004226,Source of Variant Associations (GWAS),10128.0,,,,,European,,"Finland, U.K.",,,,GCST000167,18372903,,,
PGS004226,Source of Variant Associations (GWAS),47117.0,,,,,European,U.K.,"Finland, Iceland, Italy, Netherlands, Germany, U.K., Croatia, France",,,,GCST000712,20581827,,,
PGS004226,Source of Variant Associations (GWAS),69033.0,,,,,European,,"U.S., France, Germany, Netherlands, Finland, Iceland, Sweden, U.K.",,,,GCST005047,22885922,,,
PGS004226,Source of Variant Associations (GWAS),117775.0,,,,,European,,,,,,GCST006801,26961502,,,
PGS004226,Source of Variant Associations (GWAS),159208.0,,,,,European,,"U.S., France, Germany, Netherlands, Estonia, Finland, Sweden, U.K.",,,,GCST004773,28566273,,,
PGS004227,Source of Variant Associations (GWAS),63926.0,,,,,European,,"U.S., Canada, France, Germany, Netherlands, Iceland, U.K., Greece",,,,GCST007511,30820047,,,
PGS004228,Source of Variant Associations (GWAS),63926.0,,,,,European,,"U.S., Canada, France, Germany, Netherlands, Iceland, U.K., Greece",,,,GCST007511,30820047,,,
PGS004229,Source of Variant Associations (GWAS),63926.0,,,,,European,,"U.S., Canada, France, Germany, Netherlands, Iceland, U.K., Greece",,,,GCST007511,30820047,,,
PGS004230,Source of Variant Associations (GWAS),1276.0,,,,,Hispanic or Latin American,,NR,,,,GCST002783,25673413,,,
PGS004230,Source of Variant Associations (GWAS),236781.0,,,,,European,,NR,,,,GCST002783,25673413,,,
PGS004230,Source of Variant Associations (GWAS),887.0,,,,,African American or Afro-Caribbean,,U.S.,,,,GCST002783,25673413,,,
PGS004230,Source of Variant Associations (GWAS),53293.0,,,,,European,,"Canada, U.S., Belgium, Germany, Netherlands, Switzerland, Israel, Denmark, Republic of Ireland, Norway, U.K., Spain",,,,GCST007543,30478444,,,
PGS004230,Source of Variant Associations (GWAS),1937.0,,,,,East Asian,,China,,,,GCST007543,30478444,,,
PGS004230,Source of Variant Associations (GWAS),377334.0,,,,,European,,,,,,GCST007459,30643251,,,
PGS004230,Source of Variant Associations (GWAS),939908.0,,,,,European,,U.K.,,,,GCST007322,30643258,,,
PGS004230,Source of Variant Associations (GWAS),1492085.0,,,,,European,,,,,,GCST90061435,34446935,,,
PGS004230,Source of Variant Associations (GWAS),449484.0,,,,,European,,"U.S., Australia, Netherlands, Estonia, Finland, U.K., Italy",,,,GCST006476,29942085,,,
PGS004230,Source of Variant Associations (GWAS),3037499.0,,,,,European,,"U.S., U.K.",,,,GCST90105038,35361970,,,
PGS004230,Source of Variant Associations (GWAS),547219.0,,,,,European,,,,,,GCST007460,30643251,,,
PGS004230,Source of Variant Associations (GWAS),1232091.0,,,,,European,,,,,,GCST007474,30643251,,,
PGS004230,Source of Variant Associations (GWAS),121604.0,,,,,European,,U.K.,,,,GCST006717,30336701,,,
PGS004230,Source of Variant Associations (GWAS),144.0,,,,,Not reported,,U.S.,,,,GCST007543,30478444,,,
PGS004230,Source of Variant Associations (GWAS),9745.0,,,,,African American or Afro-Caribbean,,U.S.,,,,GCST011179,33096046,,,
PGS004230,Source of Variant Associations (GWAS),374287.0,,,,,European,,"Denmark, Iceland, U.S.",,,,GCST011179,33096046,,,
PGS004231,Source of Variant Associations (GWAS),757601.0,,,,,European,,U.K.,,SBP,,GCST006624,30224653,,,RISKFACTOR_SBP_EUR
PGS004232,Source of Variant Associations (GWAS),757601.0,,,,,European,,U.K.,,DBP,,GCST006630,30224653,,,RISKFACTOR_DBP_EUR
PGS004233,Source of Variant Associations (GWAS),225112.0,,,,,European,,U.S.,,,,GCST007271,30578418,,MVP,
PGS004233,Source of Variant Associations (GWAS),63490.0,,,,,African unspecified,,U.S.,,,,GCST007271,30578418,,MVP,
PGS004233,Source of Variant Associations (GWAS),22802.0,,,,,Hispanic or Latin American,,U.S.,,,,GCST007271,30578418,,MVP,
PGS004233,Source of Variant Associations (GWAS),4792.0,,,,,Asian unspecified,,U.S.,,,,GCST007271,30578418,,MVP,
PGS004233,Source of Variant Associations (GWAS),2695.0,,,,,Native American,,U.S.,,,,GCST007271,30578418,,MVP,
PGS004233,Score Development/Training,2803.0,,,33.5,"{'estimate_type': 'mean', 'estimate': 55.9, 'variability_type': 'sd', 'variability': 12.5, 'unit': 'years'}",African American or Afro-Caribbean,,U.S.,,,,,,,BioMe,
PGS004233,Score Development/Training,151.0,,,44.4,"{'estimate_type': 'mean', 'estimate': 53.14, 'variability_type': 'sd', 'variability': 13.52, 'unit': 'years'}",Asian unspecified,,U.S.,,,,,,,BioMe,
PGS004233,Score Development/Training,2506.0,,,52.2,"{'estimate_type': 'mean', 'estimate': 60.42, 'variability_type': 'sd', 'variability': 13.96, 'unit': 'years'}",European,,U.S.,,,,,,,BioMe,
PGS004233,Score Development/Training,4187.0,,,37.5,"{'estimate_type': 'mean', 'estimate': 57.72, 'variability_type': 'sd', 'variability': 13.18, 'unit': 'years'}",Hispanic or Latin American,,U.S.,,,,,,,BioMe,
PGS004233,Score Development/Training,667.0,,,57.9,"{'estimate_type': 'mean', 'estimate': 57.51, 'variability_type': 'sd', 'variability': 13.1, 'unit': 'years'}",Not reported,,U.S.,,,,,,,BioMe,
PGS004234,Source of Variant Associations (GWAS),451894.0,126196.0,325698.0,,,"African unspecified,Hispanic or Latin American,European,South Asian,Central Asian,Greater Middle Eastern (Middle Eastern, North African or Persian),East Asian",,U.K.,"African unspecified,Hispanic or Latin American,European,South Asian,Central Asian,Greater Middle Eastern (Middle Eastern, North African or Persian),East Asian",,,,,https://pan.ukbb.broadinstitute.org/,UKB,
PGS004234,Score Development/Training,2803.0,,,33.5,"{'estimate_type': 'mean', 'estimate': 55.9, 'variability_type': 'sd', 'variability': 12.5, 'unit': 'years'}",African American or Afro-Caribbean,,U.S.,,,,,,,BioMe,
PGS004234,Score Development/Training,151.0,,,44.4,"{'estimate_type': 'mean', 'estimate': 53.14, 'variability_type': 'sd', 'variability': 13.52, 'unit': 'years'}",Asian unspecified,,U.S.,,,,,,,BioMe,
PGS004234,Score Development/Training,2506.0,,,52.2,"{'estimate_type': 'mean', 'estimate': 60.42, 'variability_type': 'sd', 'variability': 13.96, 'unit': 'years'}",European,,U.S.,,,,,,,BioMe,
PGS004234,Score Development/Training,4187.0,,,37.5,"{'estimate_type': 'mean', 'estimate': 57.72, 'variability_type': 'sd', 'variability': 13.18, 'unit': 'years'}",Hispanic or Latin American,,U.S.,,,,,,,BioMe,
PGS004234,Score Development/Training,667.0,,,57.9,"{'estimate_type': 'mean', 'estimate': 57.51, 'variability_type': 'sd', 'variability': 13.1, 'unit': 'years'}",Not reported,,U.S.,,,,,,,BioMe,
PGS004235,Source of Variant Associations (GWAS),225112.0,,,,,European,,U.S.,,,,GCST007270,30578418,,MVP,
PGS004235,Source of Variant Associations (GWAS),63490.0,,,,,African unspecified,,U.S.,,,,GCST007270,30578418,,MVP,
PGS004235,Source of Variant Associations (GWAS),22802.0,,,,,Hispanic or Latin American,,U.S.,,,,GCST007270,30578418,,MVP,
PGS004235,Source of Variant Associations (GWAS),4792.0,,,,,Asian unspecified,,U.S.,,,,GCST007270,30578418,,MVP,
PGS004235,Source of Variant Associations (GWAS),2695.0,,,,,Native American,,U.S.,,,,GCST007270,30578418,,MVP,
PGS004235,Score Development/Training,2803.0,,,33.5,"{'estimate_type': 'mean', 'estimate': 55.9, 'variability_type': 'sd', 'variability': 12.5, 'unit': 'years'}",African American or Afro-Caribbean,,U.S.,,,,,,,BioMe,
PGS004235,Score Development/Training,151.0,,,44.4,"{'estimate_type': 'mean', 'estimate': 53.14, 'variability_type': 'sd', 'variability': 13.52, 'unit': 'years'}",Asian unspecified,,U.S.,,,,,,,BioMe,
PGS004235,Score Development/Training,2506.0,,,52.2,"{'estimate_type': 'mean', 'estimate': 60.42, 'variability_type': 'sd', 'variability': 13.96, 'unit': 'years'}",European,,U.S.,,,,,,,BioMe,
PGS004235,Score Development/Training,4187.0,,,37.5,"{'estimate_type': 'mean', 'estimate': 57.72, 'variability_type': 'sd', 'variability': 13.18, 'unit': 'years'}",Hispanic or Latin American,,U.S.,,,,,,,BioMe,
PGS004235,Score Development/Training,667.0,,,57.9,"{'estimate_type': 'mean', 'estimate': 57.51, 'variability_type': 'sd', 'variability': 13.1, 'unit': 'years'}",Not reported,,U.S.,,,,,,,BioMe,
PGS004236,Source of Variant Associations (GWAS),225112.0,,,,,European,,U.S.,,,,GCST007271,30578418,,MVP,
PGS004236,Source of Variant Associations (GWAS),63490.0,,,,,African unspecified,,U.S.,,,,GCST007271,30578418,,MVP,
PGS004236,Source of Variant Associations (GWAS),22802.0,,,,,Hispanic or Latin American,,U.S.,,,,GCST007271,30578418,,MVP,
PGS004236,Source of Variant Associations (GWAS),4792.0,,,,,Asian unspecified,,U.S.,,,,GCST007271,30578418,,MVP,
PGS004236,Source of Variant Associations (GWAS),2695.0,,,,,Native American,,U.S.,,,,GCST007271,30578418,,MVP,
PGS004236,Source of Variant Associations (GWAS),225112.0,,,,,European,,U.S.,,,,GCST007270,30578418,,MVP,
PGS004236,Source of Variant Associations (GWAS),63490.0,,,,,African unspecified,,U.S.,,,,GCST007270,30578418,,MVP,
PGS004236,Source of Variant Associations (GWAS),22802.0,,,,,Hispanic or Latin American,,U.S.,,,,GCST007270,30578418,,MVP,
PGS004236,Source of Variant Associations (GWAS),4792.0,,,,,Asian unspecified,,U.S.,,,,GCST007270,30578418,,MVP,
PGS004236,Source of Variant Associations (GWAS),2695.0,,,,,Native American,,U.S.,,,,GCST007270,30578418,,MVP,
PGS004236,Source of Variant Associations (GWAS),451894.0,126196.0,325698.0,,,"African unspecified,Hispanic or Latin American,European,South Asian,Central Asian,Greater Middle Eastern (Middle Eastern, North African or Persian),East Asian",,U.K.,"African unspecified,Hispanic or Latin American,European,South Asian,Central Asian,Greater Middle Eastern (Middle Eastern, North African or Persian),East Asian",,,,,https://pan.ukbb.broadinstitute.org/,UKB,
PGS004236,Score Development/Training,2803.0,,,33.5,"{'estimate_type': 'mean', 'estimate': 55.9, 'variability_type': 'sd', 'variability': 12.5, 'unit': 'years'}",African American or Afro-Caribbean,,U.S.,,,,,,,BioMe,
PGS004236,Score Development/Training,151.0,,,44.4,"{'estimate_type': 'mean', 'estimate': 53.14, 'variability_type': 'sd', 'variability': 13.52, 'unit': 'years'}",Asian unspecified,,U.S.,,,,,,,BioMe,
PGS004236,Score Development/Training,2506.0,,,52.2,"{'estimate_type': 'mean', 'estimate': 60.42, 'variability_type': 'sd', 'variability': 13.96, 'unit': 'years'}",European,,U.S.,,,,,,,BioMe,
PGS004236,Score Development/Training,4187.0,,,37.5,"{'estimate_type': 'mean', 'estimate': 57.72, 'variability_type': 'sd', 'variability': 13.18, 'unit': 'years'}",Hispanic or Latin American,,U.S.,,,,,,,BioMe,
PGS004236,Score Development/Training,667.0,,,57.9,"{'estimate_type': 'mean', 'estimate': 57.51, 'variability_type': 'sd', 'variability': 13.1, 'unit': 'years'}",Not reported,,U.S.,,,,,,,BioMe,
PGS004237,Source of Variant Associations (GWAS),2268.0,,,,,"Greater Middle Eastern (Middle Eastern, North African or Persian)",,NR,,Coronary artery disease,,GCST003116,26343387,,,metaGRS constituent score name: CAD
PGS004237,Source of Variant Associations (GWAS),4095.0,,,,,Hispanic or Latin American,,U.S.,,Coronary artery disease,,GCST003116,26343387,,,metaGRS constituent score name: CAD
